country,Date,population_growth_annual_percent.,population_total.,children_per_woman_total_fertility.,population_density_per_square_km.,total_gdp_us_inflation_adjusted.,gdp_per_capita_yearly_growth.,gdppercapita_us_inflation_adjusted.,children_and_elderly_per_100_adults.,life_expectancy_years.,child_mortality_0_5_year_olds_dying_per_1000_born.,gdp_total_yearly_growth.,income_per_person_gdppercapita_ppp_inflation_adjusted.
Albania,1980,2.05,2680000,3.62,97.9,5640000000.0,0.706,2110.0,70.2,72.3,77.8,2.81,4390.0
Albania,1981,2.0,2740000,3.53,99.8,5960000000.0,0.536,2190.0,68.9,72.4,72.0,2.56,4400.0
Albania,1982,2.11,2790000,3.45,102.0,6140000000.0,0.55,2210.0,67.8,72.5,66.8,2.49,4410.0
Albania,1983,2.12,2840000,3.38,104.0,6210000000.0,0.584,2180.0,66.8,72.6,61.9,2.54,4430.0
Albania,1984,2.1,2900000,3.32,106.0,6130000000.0,0.569,2110.0,65.8,72.8,57.4,2.68,4440.0
Albania,1985,2.06,2970000,3.27,108.0,6240000000.0,0.523,2100.0,65.0,73.0,53.4,2.83,4450.0
Albania,1986,1.93,3040000,3.22,111.0,6590000000.0,0.635,2180.0,64.3,73.2,49.8,3.22,4470.0
Albania,1987,2.0,3120000,3.16,114.0,6540000000.0,0.629,2120.0,63.6,73.2,46.7,3.37,4490.0
Albania,1988,1.89,3200000,3.11,117.0,6450000000.0,0.633,2050.0,63.1,73.4,44.1,3.18,4510.0
Albania,1989,2.69,3250000,3.05,119.0,7080000000.0,0.754,2190.0,62.5,73.7,41.8,2.68,4530.0
Albania,1990,1.8,3280000,2.98,120.0,6400000000.0,0.893,1950.0,61.8,73.9,40.0,1.94,4560.0
Albania,1991,-0.603,3280000,2.91,120.0,4510000000.0,-28.9,1380.0,62.5,73.9,38.3,-28.9,3230.0
Albania,1992,-0.606,3240000,2.83,118.0,4180000000.0,-8.1,1290.0,63.1,73.9,36.9,-8.79,3010.0
Albania,1993,-0.61,3190000,2.75,116.0,4580000000.0,8.78,1420.0,63.5,73.9,35.5,7.38,3320.0
Albania,1994,-0.614,3140000,2.67,115.0,4970000000.0,7.44,1550.0,63.9,74.0,34.2,5.93,3620.0
Albania,1995,-0.618,3110000,2.59,113.0,5630000000.0,12.6,1760.0,64.2,74.1,32.9,11.2,4130.0
Albania,1996,-0.622,3090000,2.51,113.0,6140000000.0,8.65,1940.0,63.2,74.3,31.5,7.66,4530.0
Albania,1997,-0.625,3090000,2.42,113.0,5470000000.0,-10.6,1740.0,62.2,72.5,30.1,-11.1,4070.0
Albania,1998,-0.629,3100000,2.33,113.0,5970000000.0,12.3,1910.0,61.4,74.3,28.7,11.8,4460.0
Albania,1999,-0.633,3120000,2.25,114.0,6770000000.0,9.58,2180.0,60.6,74.4,27.4,9.36,5100.0
Albania,2000,-0.637,3120000,2.16,114.0,7220000000.0,6.79,2340.0,59.6,74.4,26.0,6.76,5470.0
Albania,2001,-0.938,3120000,2.07,114.0,7800000000.0,6.69,2550.0,58.7,74.5,24.8,6.89,5960.0
Albania,2002,-0.3,3120000,1.98,114.0,8130000000.0,2.86,2660.0,57.6,74.5,23.5,3.28,6230.0
Albania,2003,-0.374,3110000,1.9,114.0,8590000000.0,5.45,2830.0,56.4,74.6,22.4,6.03,6620.0
Albania,2004,-0.418,3100000,1.82,113.0,9090000000.0,5.36,3000.0,55.0,74.7,21.4,5.97,7020.0
Albania,2005,-0.512,3080000,1.75,112.0,9600000000.0,4.96,3190.0,53.5,74.9,20.4,5.53,7460.0
Albania,2006,-0.631,3050000,1.7,111.0,10100000000.0,5.27,3380.0,52.2,75.2,19.4,5.77,7920.0
Albania,2007,-0.7559999999999999,3020000,1.67,110.0,10700000000.0,5.41,3610.0,50.9,75.4,18.6,5.85,8450.0
Albania,2008,-0.767,2990000,1.65,109.0,11100000000.0,6.84,3780.0,49.7,75.6,17.9,7.24,9150.0
Albania,2009,-0.674,2960000,1.65,108.0,11500000000.0,2.91,3930.0,48.6,75.9,17.2,3.28,9530.0
Albania,2010,-0.496,2940000,1.65,107.0,11900000000.0,2.98,4090.0,47.9,76.3,16.6,3.36,9930.0
Algeria,1980,3.03,19300000,6.79,8.12,70000000000.0,-1.26,3620.0,98.9,62.1,148.0,2.02,10300.0
Algeria,1981,3.09,19900000,6.62,8.37,72100000000.0,-0.6559999999999999,3620.0,98.5,63.4,133.0,2.68,10300.0
Algeria,1982,3.12,20600000,6.43,8.64,76700000000.0,3.08,3730.0,97.9,64.4,117.0,6.55,10600.0
Algeria,1983,3.12,21200000,6.24,8.91,80900000000.0,1.89,3810.0,97.2,65.7,101.0,5.27,10800.0
Algeria,1984,3.09,21900000,6.04,9.19,85400000000.0,2.27,3900.0,96.3,66.9,86.2,5.57,11100.0
Algeria,1985,3.02,22600000,5.84,9.47,88600000000.0,2.02,3920.0,95.1,68.0,73.7,5.18,11200.0
Algeria,1986,2.95,23200000,5.63,9.76,88900000000.0,-3.79,3830.0,94.1,68.7,64.4,-0.932,10800.0
Algeria,1987,2.87,23900000,5.41,10.0,88300000000.0,-3.31,3690.0,92.8,69.4,57.9,-0.573,10500.0
Algeria,1988,2.78,24600000,5.19,10.3,87400000000.0,-4.67,3550.0,91.3,70.0,53.5,-2.08,10000.0
Algeria,1989,2.67,25300000,4.96,10.6,91300000000.0,0.7709999999999999,3610.0,89.6,70.5,50.8,3.42,10200.0
Algeria,1990,2.56,25900000,4.73,10.9,92000000000.0,-3.91,3550.0,87.7,71.0,49.0,-1.45,10200.0
Algeria,1991,2.45,26600000,4.48,11.1,90900000000.0,-3.49,3420.0,85.8,71.4,47.6,-1.08,9870.0
Algeria,1992,2.33,27200000,4.22,11.4,92500000000.0,-0.752,3400.0,83.8,71.7,46.5,1.65,9820.0
Algeria,1993,2.2,27800000,3.96,11.7,90600000000.0,-4.44,3260.0,81.6,72.0,45.5,-2.23,9400.0
Algeria,1994,2.05,28400000,3.7,11.9,89800000000.0,-3.07,3160.0,79.1,72.1,44.4,-0.9990000000000001,9130.0
Algeria,1995,1.89,28900000,3.45,12.1,93200000000.0,1.71,3220.0,76.5,72.3,43.3,3.69,9300.0
Algeria,1996,1.74,29400000,3.21,12.3,97000000000.0,1.94,3300.0,74.0,72.8,42.3,3.72,9510.0
Algeria,1997,1.6,29900000,2.99,12.5,98100000000.0,-0.5579999999999999,3280.0,71.2,73.0,41.5,1.02,9460.0
Algeria,1998,1.49,30300000,2.8,12.7,103000000000.0,3.5,3400.0,68.4,73.1,40.8,5.03,9800.0
Algeria,1999,1.41,30800000,2.64,12.9,106000000000.0,1.68,3460.0,65.6,73.5,40.3,3.14,9970.0
Algeria,2000,1.35,31200000,2.51,13.1,110000000000.0,0.995,3540.0,62.9,73.9,39.7,2.45,10200.0
Algeria,2001,1.3,31600000,2.44,13.3,114000000000.0,1.13,3600.0,60.1,74.1,38.9,2.62,10400.0
Algeria,2002,1.27,32000000,2.4,13.4,120000000000.0,2.55,3750.0,57.6,74.4,37.8,4.07,10800.0
Algeria,2003,1.27,32400000,2.41,13.6,129000000000.0,5.46,3970.0,55.4,74.5,36.5,7.04,11500.0
Algeria,2004,1.31,32800000,2.44,13.8,134000000000.0,3.84,4090.0,53.4,75.1,35.1,5.41,11800.0
Algeria,2005,1.38,33300000,2.5,14.0,142000000000.0,3.8,4270.0,51.7,75.4,33.5,5.38,12300.0
Algeria,2006,1.46,33800000,2.58,14.2,145000000000.0,0.188,4280.0,50.4,75.6,32.1,1.72,12300.0
Algeria,2007,1.53,34300000,2.66,14.4,150000000000.0,1.85,4360.0,49.5,75.9,30.7,3.42,12600.0
Algeria,2008,1.62,34900000,2.75,14.6,153000000000.0,0.472,4390.0,48.9,76.1,29.4,2.02,12700.0
Algeria,2009,1.72,35500000,2.83,14.9,156000000000.0,0.179,4390.0,48.6,76.3,28.3,1.7,12600.0
Algeria,2010,1.82,36100000,2.89,15.2,161000000000.0,2.06,4460.0,48.7,76.5,27.3,3.57,12900.0
Antigua and Barbuda,1980,-0.117,73400,2.12,167.0,394000000.0,8.35,5360.0,63.6,70.6,43.0,7.89,7850.0
Antigua and Barbuda,1981,-0.513,73100,2.1,166.0,409000000.0,6.33,5600.0,61.4,71.1,41.3,5.44,8350.0
Antigua and Barbuda,1982,-0.8490000000000001,72400,2.1,165.0,409000000.0,1.55,5640.0,59.8,71.5,39.7,0.328,8470.0
Antigua and Barbuda,1983,-1.12,71600,2.1,163.0,431000000.0,8.03,6010.0,58.6,72.1,38.1,6.45,9150.0
Antigua and Barbuda,1984,-1.28,70700,2.1,161.0,474000000.0,8.85,6710.0,57.4,72.3,36.6,7.1,9960.0
Antigua and Barbuda,1985,-1.34,69800,2.09,159.0,511000000.0,9.54,7320.0,56.3,72.5,35.2,7.75,10900.0
Antigua and Barbuda,1986,-1.4,68800,2.08,156.0,569000000.0,10.7,8270.0,55.9,72.8,33.1,8.84,12100.0
Antigua and Barbuda,1987,-1.41,67800,2.07,154.0,607000000.0,11.3,8950.0,55.7,73.1,31.2,9.51,13400.0
Antigua and Barbuda,1988,-1.17,67100,2.06,152.0,639000000.0,10.0,9520.0,56.0,73.3,29.4,8.58,14800.0
Antigua and Barbuda,1989,-0.645,66600,2.06,151.0,672000000.0,7.54,10100.0,57.7,73.5,27.7,6.72,15900.0
Antigua and Barbuda,1990,0.104,66700,2.06,152.0,692000000.0,3.23,10400.0,60.6,73.8,26.1,3.25,16400.0
Antigua and Barbuda,1991,0.912,67300,2.07,153.0,707000000.0,1.54,10500.0,60.3,74.0,24.6,2.44,16600.0
Antigua and Barbuda,1992,1.65,68400,2.1,156.0,716000000.0,-0.632,10500.0,60.5,74.1,23.2,1.03,16500.0
Antigua and Barbuda,1993,2.18,69900,2.13,159.0,753000000.0,3.08,10800.0,61.0,74.2,21.8,5.4,17000.0
Antigua and Barbuda,1994,2.51,71700,2.17,163.0,804000000.0,3.66,11200.0,61.1,74.3,20.6,6.29,17700.0
Antigua and Barbuda,1995,2.61,73600,2.21,167.0,769000000.0,-6.63,10400.0,60.8,74.4,19.5,-4.19,16500.0
Antigua and Barbuda,1996,2.69,75600,2.25,172.0,819000000.0,3.9,10800.0,59.4,74.4,18.4,6.63,17100.0
Antigua and Barbuda,1997,2.75,77700,2.28,177.0,864000000.0,2.34,11100.0,58.3,74.8,17.4,5.05,17500.0
Antigua and Barbuda,1998,2.68,79900,2.3,181.0,905000000.0,1.82,11300.0,57.6,75.0,16.5,4.45,17900.0
Antigua and Barbuda,1999,2.45,81800,2.32,186.0,939000000.0,1.69,11500.0,57.3,74.9,15.6,4.15,18100.0
Antigua and Barbuda,2000,2.12,83600,2.32,190.0,1000000000.0,-0.6829999999999999,12000.0,57.0,74.7,14.9,1.5,18800.0
Antigua and Barbuda,2001,1.75,85100,2.31,193.0,952000000.0,0.251,11200.0,56.5,75.1,14.2,2.2,17500.0
Antigua and Barbuda,2002,1.41,86300,2.29,196.0,962000000.0,0.8109999999999999,11100.0,55.9,75.3,13.6,2.52,17500.0
Antigua and Barbuda,2003,1.18,87300,2.27,198.0,1020000000.0,3.67,11700.0,55.4,75.5,13.1,5.22,18300.0
Antigua and Barbuda,2004,1.1,88300,2.25,201.0,1080000000.0,5.75,12200.0,55.2,75.7,12.6,7.21,19200.0
Antigua and Barbuda,2005,1.12,89300,2.22,203.0,1150000000.0,3.29,12900.0,55.3,75.9,12.1,4.64,20100.0
Antigua and Barbuda,2006,1.17,90300,2.2,205.0,1290000000.0,11.3,14300.0,54.5,76.0,11.7,12.7,22500.0
Antigua and Barbuda,2007,1.19,91400,2.18,208.0,1410000000.0,5.78,15500.0,53.6,76.4,11.4,7.01,24200.0
Antigua and Barbuda,2008,1.19,92500,2.16,210.0,1410000000.0,0.3779999999999999,15300.0,52.6,76.6,11.0,1.48,24000.0
Antigua and Barbuda,2009,1.19,93600,2.15,213.0,1240000000.0,-11.7,13300.0,51.5,76.9,10.6,-10.7,20800.0
Antigua and Barbuda,2010,1.15,94700,2.13,215.0,1150000000.0,-8.53,12200.0,50.3,76.8,10.3,-7.58,19100.0
Argentina,1980,1.51,28100000,3.33,10.3,226000000000.0,0.0163,8050.0,62.7,69.8,43.5,1.53,13500.0
Argentina,1981,1.54,28500000,3.27,10.4,213000000000.0,-6.96,7480.0,63.7,70.2,40.1,-5.53,12600.0
Argentina,1982,1.57,29000000,3.21,10.6,203000000000.0,-4.5,7000.0,64.3,70.5,37.2,-3.03,12100.0
Argentina,1983,1.58,29500000,3.16,10.8,211000000000.0,2.67,7150.0,64.6,70.6,34.7,4.26,12400.0
Argentina,1984,1.57,29900000,3.12,10.9,215000000000.0,0.6809999999999999,7200.0,64.8,70.9,32.7,2.23,12600.0
Argentina,1985,1.55,30400000,3.09,11.1,199000000000.0,-8.34,6550.0,65.2,71.3,31.1,-6.95,11600.0
Argentina,1986,1.53,30900000,3.07,11.3,215000000000.0,5.88,6960.0,65.2,71.6,30.0,7.47,12300.0
Argentina,1987,1.51,31300000,3.06,11.4,221000000000.0,1.25,7050.0,65.6,71.8,29.4,2.76,12500.0
Argentina,1988,1.49,31800000,3.04,11.6,215000000000.0,-3.22,6770.0,65.9,71.9,29.1,-1.8,12100.0
Argentina,1989,1.46,32300000,3.02,11.8,199000000000.0,-8.34,6170.0,66.0,72.0,29.0,-7.02,11100.0
Argentina,1990,1.43,32700000,2.99,12.0,194000000000.0,-3.22,5940.0,65.7,72.1,28.8,-1.85,10800.0
Argentina,1991,1.41,33200000,2.95,12.1,219000000000.0,9.29,6600.0,65.6,72.3,28.3,10.8,12000.0
Argentina,1992,1.38,33700000,2.91,12.3,245000000000.0,8.54,7290.0,65.2,72.5,27.6,10.0,13300.0
Argentina,1993,1.35,34100000,2.87,12.5,260000000000.0,4.66,7610.0,64.4,72.7,26.6,6.04,13900.0
Argentina,1994,1.3,34600000,2.82,12.6,275000000000.0,4.77,7950.0,63.7,73.0,25.4,6.12,14500.0
Argentina,1995,1.26,35000000,2.76,12.8,267000000000.0,-3.91,7630.0,63.1,73.1,24.3,-2.7,13900.0
Argentina,1996,1.21,35400000,2.71,12.9,282000000000.0,4.46,7960.0,62.6,73.3,23.2,5.76,14500.0
Argentina,1997,1.16,35800000,2.66,13.1,305000000000.0,7.05,8500.0,62.2,73.5,22.1,8.34,15500.0
Argentina,1998,1.13,36200000,2.62,13.2,316000000000.0,2.79,8730.0,61.8,73.7,21.1,3.99,15900.0
Argentina,1999,1.12,36600000,2.59,13.4,306000000000.0,-4.45,8340.0,61.4,73.9,20.2,-3.38,15200.0
Argentina,2000,1.11,37100000,2.56,13.5,303000000000.0,-1.85,8180.0,61.0,74.2,19.4,-0.807,14900.0
Argentina,2001,1.11,37500000,2.54,13.7,290000000000.0,-5.47,7740.0,60.5,74.4,18.7,-4.52,14100.0
Argentina,2002,1.11,37900000,2.52,13.8,258000000000.0,-12.0,6820.0,60.1,74.5,18.1,-11.1,12400.0
Argentina,2003,1.1,38300000,2.5,14.0,281000000000.0,7.77,7340.0,59.7,74.6,17.6,8.76,13400.0
Argentina,2004,1.09,38700000,2.47,14.2,306000000000.0,7.92,7910.0,59.3,74.9,17.1,8.88,14400.0
Argentina,2005,1.07,39100000,2.45,14.3,334000000000.0,8.12,8520.0,58.8,75.2,16.6,9.08,15500.0
Argentina,2006,1.05,39600000,2.43,14.5,360000000000.0,7.25,9110.0,58.5,75.3,16.1,8.21,16600.0
Argentina,2007,1.03,40000000,2.41,14.6,393000000000.0,7.44,9830.0,58.1,75.3,15.8,8.39,17900.0
Argentina,2008,1.03,40400000,2.4,14.8,409000000000.0,5.57,10100.0,57.6,75.5,15.4,6.5,18400.0
Argentina,2009,1.03,40800000,2.38,14.9,385000000000.0,-0.276,9430.0,57.2,75.7,15.0,0.598,17200.0
Argentina,2010,1.04,41200000,2.37,15.1,424000000000.0,7.94,10300.0,56.9,75.8,14.5,8.88,18700.0
Australia,1980,1.22,14600000,1.9,1.91,440000000000.0,0.645,29900.0,53.5,74.6,13.0,1.84,23900.0
Australia,1981,1.59,14800000,1.92,1.93,454000000000.0,1.72,30400.0,52.7,74.9,12.6,3.05,24300.0
Australia,1982,1.67,15000000,1.91,1.96,469000000000.0,-1.84,30900.0,52.2,75.0,12.2,-0.468,23900.0
Australia,1983,1.25,15300000,1.91,1.99,459000000000.0,-1.35,29900.0,51.9,75.3,11.9,0.109,23600.0
Australia,1984,1.13,15500000,1.86,2.02,480000000000.0,5.62,30900.0,51.6,75.5,11.6,7.24,24900.0
Australia,1985,1.37,15700000,1.9,2.05,505000000000.0,3.67,32100.0,51.1,75.7,11.3,5.3,25900.0
Australia,1986,1.64,16000000,1.87,2.08,526000000000.0,0.61,32800.0,51.0,76.0,11.0,2.23,26000.0
Australia,1987,1.52,16300000,1.86,2.12,539000000000.0,3.4,33100.0,50.5,76.2,10.6,5.1,26900.0
Australia,1988,1.64,16500000,1.85,2.15,569000000000.0,2.83,34400.0,50.0,76.4,10.2,4.5,27700.0
Australia,1989,1.69,16800000,1.85,2.19,591000000000.0,2.78,35200.0,49.7,76.6,9.7,4.38,28500.0
Australia,1990,1.48,17000000,1.88,2.22,613000000000.0,0.0774,35900.0,49.5,77.0,9.2,1.52,28600.0
Australia,1991,1.27,17300000,1.86,2.25,610000000000.0,-1.11,35300.0,49.5,77.4,8.7,0.184,28100.0
Australia,1992,1.21,17500000,1.87,2.28,613000000000.0,2.32,35000.0,49.7,77.6,8.2,3.55,27900.0
Australia,1993,0.978,17700000,1.85,2.3,638000000000.0,2.68,36100.0,50.0,77.9,7.7,3.84,28700.0
Australia,1994,1.06,17900000,1.84,2.33,663000000000.0,3.02,37100.0,50.2,78.1,7.3,4.15,29600.0
Australia,1995,1.21,18100000,1.82,2.35,688000000000.0,2.98,38100.0,50.2,78.3,7.0,4.11,30400.0
Australia,1996,1.31,18300000,1.81,2.38,715000000000.0,2.48,39100.0,50.2,78.5,6.8,3.62,31200.0
Australia,1997,1.12,18500000,1.79,2.4,743000000000.0,3.24,40200.0,50.1,78.8,6.6,4.4,32000.0
Australia,1998,1.04,18700000,1.77,2.43,778000000000.0,4.34,41600.0,50.0,79.1,6.4,5.52,33100.0
Australia,1999,1.14,18900000,1.76,2.46,817000000000.0,2.89,43100.0,49.8,79.4,6.3,4.06,34400.0
Australia,2000,1.19,19100000,1.76,2.48,849000000000.0,0.8909999999999999,44300.0,49.7,79.7,6.2,2.04,35300.0
Australia,2001,1.35,19300000,1.76,2.51,865000000000.0,2.74,44600.0,49.4,80.0,6.1,3.91,35500.0
Australia,2002,1.22,19500000,1.78,2.54,900000000000.0,2.15,45800.0,49.1,80.2,6.0,3.31,36400.0
Australia,2003,1.23,19700000,1.79,2.56,927000000000.0,3.08,46600.0,48.9,80.5,5.9,4.33,37100.0
Australia,2004,1.16,19900000,1.82,2.6,964000000000.0,1.47,47900.0,48.7,80.8,5.8,2.82,38100.0
Australia,2005,1.32,20200000,1.86,2.63,994000000000.0,2.18,48800.0,48.6,81.1,5.7,3.7,38900.0
Australia,2006,1.48,20600000,1.89,2.68,1020000000000.0,1.24,49400.0,48.3,81.3,5.6,2.93,39400.0
Australia,2007,0.625,20900000,1.92,2.73,1060000000000.0,2.99,51000.0,48.0,81.4,5.4,4.86,40700.0
Australia,2008,2.0,21300000,1.94,2.78,1100000000000.0,0.7240000000000001,51800.0,47.9,81.6,5.2,2.6,41300.0
Australia,2009,2.06,21700000,1.94,2.83,1120000000000.0,-0.16,51700.0,48.0,81.8,5.0,1.64,41200.0
Australia,2010,1.56,22100000,1.93,2.88,1140000000000.0,1.44,51900.0,48.2,82.0,4.8,3.14,41400.0
Austria,1980,0.00011,7610000,1.65,92.3,208000000000.0,2.31,27600.0,55.4,72.5,16.2,2.21,25400.0
Austria,1981,0.255,7600000,1.67,92.3,208000000000.0,-0.3,27500.0,53.8,72.8,15.5,-0.358,25300.0
Austria,1982,0.0717,7600000,1.66,92.2,212000000000.0,1.77,28000.0,52.0,73.0,14.8,1.76,25800.0
Austria,1983,-0.162,7600000,1.56,92.3,219000000000.0,3.1,28900.0,50.2,73.2,14.0,3.13,26600.0
Austria,1984,-0.00629,7610000,1.52,92.3,219000000000.0,0.316,28900.0,48.6,73.5,13.3,0.389,26700.0
Austria,1985,0.0469,7610000,1.47,92.4,224000000000.0,2.17,29600.0,47.5,73.9,12.6,2.29,27300.0
Austria,1986,0.0635,7630000,1.45,92.5,229000000000.0,2.23,30300.0,47.0,74.3,11.9,2.38,27900.0
Austria,1987,0.0633,7640000,1.43,92.7,232000000000.0,1.54,30700.0,46.7,74.6,11.2,1.73,28300.0
Austria,1988,0.142,7660000,1.45,92.9,240000000000.0,2.88,31600.0,46.5,75.0,10.5,3.15,29100.0
Austria,1989,0.451,7690000,1.45,93.3,249000000000.0,3.84,32700.0,46.5,75.2,10.0,4.22,30300.0
Austria,1990,0.762,7720000,1.46,93.7,260000000000.0,3.27,33900.0,46.6,75.5,9.5,3.78,31300.0
Austria,1991,0.998,7770000,1.51,94.3,269000000000.0,2.33,34700.0,47.0,75.7,9.1,2.99,32000.0
Austria,1992,1.1,7830000,1.51,95.0,275000000000.0,1.11,35000.0,47.6,75.9,8.5,1.88,32300.0
Austria,1993,0.825,7890000,1.5,95.8,276000000000.0,-0.5920000000000001,34900.0,48.2,76.1,7.9,0.193,32200.0
Austria,1994,0.385,7950000,1.47,96.4,283000000000.0,2.16,35600.0,48.7,76.4,7.4,2.87,32900.0
Austria,1995,0.153,7990000,1.42,97.0,290000000000.0,1.66,36500.0,48.9,76.7,6.8,2.19,33700.0
Austria,1996,0.135,8020000,1.45,97.3,297000000000.0,2.45,37300.0,49.0,77.0,6.4,2.77,34500.0
Austria,1997,0.113,8030000,1.39,97.5,303000000000.0,1.73,38100.0,48.7,77.3,6.0,1.87,35200.0
Austria,1998,0.11,8040000,1.37,97.6,314000000000.0,3.48,39400.0,48.2,77.5,5.8,3.54,36400.0
Austria,1999,0.195,8050000,1.34,97.7,326000000000.0,3.09,40700.0,47.7,77.8,5.6,3.21,37600.0
Austria,2000,0.24,8070000,1.37,97.9,336000000000.0,3.12,42000.0,47.4,78.1,5.5,3.38,38800.0
Austria,2001,0.383,8100000,1.33,98.3,341000000000.0,0.5870000000000001,42400.0,47.2,78.5,5.4,1.01,39200.0
Austria,2002,0.492,8130000,1.39,98.7,346000000000.0,0.687,42900.0,47.1,78.7,5.3,1.25,39600.0
Austria,2003,0.487,8180000,1.38,99.2,350000000000.0,0.998,43100.0,47.2,78.9,5.2,1.64,39700.0
Austria,2004,0.62,8220000,1.42,99.7,359000000000.0,2.18,44000.0,47.3,79.2,5.1,2.83,40600.0
Austria,2005,0.6809999999999999,8250000,1.41,100.0,367000000000.0,1.95,44600.0,47.3,79.5,4.9,2.53,41200.0
Austria,2006,0.495,8280000,1.41,101.0,380000000000.0,3.13,46000.0,47.5,79.8,4.8,3.65,42300.0
Austria,2007,0.324,8310000,1.38,101.0,394000000000.0,3.29,47500.0,47.6,80.0,4.6,3.75,43700.0
Austria,2008,0.313,8340000,1.41,101.0,400000000000.0,1.0,48100.0,47.8,80.2,4.6,1.39,44300.0
Austria,2009,0.262,8370000,1.39,102.0,385000000000.0,-4.09,46100.0,47.9,80.3,4.5,-3.77,42500.0
Austria,2010,0.24,8410000,1.44,102.0,392000000000.0,1.75,46900.0,48.1,80.5,4.3,2.04,43200.0
Bahamas,1980,2.22,211000,2.99,21.0,5620000000.0,4.21,26700.0,69.8,68.0,29.9,6.54,22700.0
Bahamas,1981,2.22,215000,2.99,21.5,5100000000.0,-4.97,23700.0,67.7,68.3,29.4,-2.83,21600.0
Bahamas,1982,2.24,220000,2.99,22.0,5450000000.0,4.02,24700.0,66.7,68.6,28.9,6.36,22500.0
Bahamas,1983,2.21,225000,2.97,22.5,5640000000.0,4.55,25100.0,66.3,68.9,28.6,6.87,23600.0
Bahamas,1984,2.12,230000,2.92,23.0,6440000000.0,0.291,28000.0,65.6,69.2,28.2,2.44,23600.0
Bahamas,1985,2.01,235000,2.86,23.4,6750000000.0,2.08,28800.0,64.4,69.2,27.9,4.14,24200.0
Bahamas,1986,1.88,239000,2.79,23.9,6870000000.0,0.7090000000000001,28700.0,63.7,69.3,27.3,2.61,24300.0
Bahamas,1987,1.77,243000,2.73,24.3,7080000000.0,1.88,29100.0,62.3,69.6,26.6,3.69,24800.0
Bahamas,1988,1.71,248000,2.68,24.7,7240000000.0,0.499,29300.0,60.5,70.0,25.6,2.22,25000.0
Bahamas,1989,1.71,252000,2.65,25.2,7730000000.0,0.53,30700.0,59.0,70.3,24.5,2.26,25100.0
Bahamas,1990,1.77,256000,2.64,25.6,7610000000.0,-3.37,29700.0,58.1,70.5,23.5,-1.65,24300.0
Bahamas,1991,1.85,261000,2.63,26.1,7290000000.0,-5.96,27900.0,57.1,70.8,22.5,-4.23,22800.0
Bahamas,1992,1.9,266000,2.62,26.6,7010000000.0,-5.67,26300.0,56.9,70.8,21.5,-3.89,21600.0
Bahamas,1993,1.87,271000,2.6,27.1,7030000000.0,-1.61,25900.0,57.0,70.9,20.5,0.218,21200.0
Bahamas,1994,1.73,276000,2.57,27.6,7250000000.0,1.23,26300.0,56.9,70.6,19.6,2.99,21500.0
Bahamas,1995,1.53,280000,2.51,28.0,7570000000.0,2.52,27000.0,56.3,70.6,18.7,4.13,22100.0
Bahamas,1996,1.29,284000,2.44,28.4,7890000000.0,2.46,27800.0,56.2,70.7,17.8,3.89,22700.0
Bahamas,1997,1.11,287000,2.36,28.7,8050000000.0,3.25,28100.0,55.5,70.8,17.1,4.54,23000.0
Bahamas,1998,1.07,290000,2.26,29.0,8430000000.0,5.16,29100.0,54.5,71.0,16.5,6.39,23800.0
Bahamas,1999,1.2,294000,2.17,29.3,9030000000.0,2.49,30800.0,53.6,71.1,16.2,3.69,25200.0
Bahamas,2000,1.46,298000,2.07,29.8,9410000000.0,0.466,31600.0,53.0,71.3,16.1,1.72,25800.0
Bahamas,2001,1.75,303000,1.99,30.3,9660000000.0,-0.564,31900.0,51.6,71.5,16.1,0.757,26100.0
Bahamas,2002,1.97,309000,1.93,30.9,9920000000.0,0.9329999999999999,32100.0,50.3,71.6,16.2,2.34,26300.0
Bahamas,2003,2.11,316000,1.89,31.5,9790000000.0,-0.29,31000.0,49.2,72.2,16.3,1.14,25400.0
Bahamas,2004,2.12,323000,1.86,32.2,9880000000.0,0.0122,30600.0,47.9,72.7,16.3,1.48,25100.0
Bahamas,2005,2.06,329000,1.86,32.9,10200000000.0,1.2,31000.0,46.7,73.0,16.2,2.69,25400.0
Bahamas,2006,1.98,336000,1.87,33.5,10500000000.0,1.27,31200.0,46.0,73.3,16.0,2.77,25500.0
Bahamas,2007,1.92,342000,1.87,34.2,10600000000.0,0.236,31000.0,45.3,73.6,15.6,1.72,25400.0
Bahamas,2008,1.84,349000,1.88,34.8,10400000000.0,-3.46,29800.0,44.3,73.7,15.1,-2.05,24400.0
Bahamas,2009,1.76,355000,1.88,35.5,9940000000.0,-5.94,28000.0,43.1,73.8,14.5,-4.62,22900.0
Bahamas,2010,1.67,361000,1.87,36.0,10100000000.0,-0.9279999999999999,28000.0,41.8,73.8,13.8,0.396,22900.0
Bahrain,1980,4.87,360000,4.92,474.0,7620000000.0,3.94,21200.0,57.8,70.4,32.4,9.11,45200.0
Bahrain,1981,3.88,374000,4.8,492.0,7220000000.0,-1.71,19300.0,57.1,71.0,30.4,2.16,42200.0
Bahrain,1982,3.11,386000,4.69,508.0,6670000000.0,2.35,17300.0,56.8,70.9,28.7,5.57,39000.0
Bahrain,1983,2.69,396000,4.58,522.0,7100000000.0,2.88,17900.0,56.7,70.7,27.2,5.67,38600.0
Bahrain,1984,2.68,407000,4.47,536.0,7450000000.0,0.329,18300.0,56.7,70.5,26.0,3.04,41300.0
